RepRapFirmware height map file v2 generated at 2024-01-18 12:12, min error -0.207, max error 0.023, mean -0.103, deviation 0.060
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,240.00,40.00,140.00,-1.00,25.55,20.00,10,6
 -0.003, -0.100, -0.122, -0.115, -0.125, -0.133, -0.140, -0.140, -0.112, -0.043
 -0.020, -0.120, -0.135, -0.153, -0.155, -0.188, -0.190, -0.175, -0.138, -0.050
 -0.015, -0.130, -0.175, -0.155, -0.153, -0.190, -0.207, -0.188, -0.148, -0.055
 -0.013, -0.117, -0.160, -0.140, -0.143, -0.168, -0.170, -0.153, -0.125, -0.053
 -0.003, -0.082, -0.120, -0.120, -0.105, -0.120, -0.125, -0.117, -0.082, -0.033
  0.023, -0.043, -0.050, -0.053, -0.038, -0.035, -0.030, -0.028, -0.020,  0.017
